User_ID,Num_Bets,Bet_Amount,Odds,Implied_Probabilities,Outcomes,Payout,Profit
53,6,405.67,[ 180 -150  110  180 -400  220],"[0.35714285714285715, 0.6, 0.47619047619047616, 0.35714285714285715, 0.8, 0.3125]","['Win', 'Win', 'Win', 'Loss', 'Win', 'Loss']",162.26800000000003,-243.402
42,4,76.27,[105 110 115 105],"[0.4878048780487805, 0.47619047619047616, 0.46511627906976744, 0.4878048780487805]","['Loss', 'Win', 'Loss', 'Loss']",0.0,-76.27
58,5,301.73,[-200  400 -120  180 -150],"[0.6666666666666666, 0.2, 0.5454545454545454, 0.35714285714285715, 0.6]","['Loss', 'Win', 'Win', 'Win', 'Win']",603.46,301.73
39,4,177.94,[-105 -400  105 -105],"[0.5121951219512195, 0.8, 0.4878048780487805, 0.5121951219512195]","['Win', 'Win', 'Loss', 'Win']",266.90999999999997,88.96999999999997
14,6,120.73,[-450  400  180  500  110  500],"[0.8181818181818182, 0.2, 0.35714285714285715, 0.16666666666666666, 0.47619047619047616, 0.16666666666666666]","['Win', 'Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-120.73
95,4,323.34,[-400 -200 -150 -120],"[0.8, 0.6666666666666666, 0.6, 0.5454545454545454]","['Win', 'Loss', 'Loss', 'Win']",0.0,-323.34
5,5,233.93,[100 220 400 400 400],"[0.5, 0.3125, 0.2, 0.2, 0.2]","['Loss', 'Loss', 'Loss', 'Win', 'Loss']",0.0,-233.93
35,5,206.07,[ 110 -120 -150 -200  180],"[0.47619047619047616, 0.5454545454545454, 0.6, 0.6666666666666666, 0.35714285714285715]","['Loss', 'Win', 'Win', 'Win', 'Loss']",82.428,-123.642
87,4,300.5,[115 220 220 180],"[0.46511627906976744, 0.3125, 0.3125, 0.35714285714285715]","['Win', 'Loss', 'Loss', 'Loss']",0.0,-300.5
93,5,250.72,[500 400 220 500 180],"[0.16666666666666666, 0.2, 0.3125, 0.16666666666666666, 0.35714285714285715]","['Win', 'Loss', 'Win', 'Loss', 'Loss']",0.0,-250.72
75,5,158.71,[ 500 -200  300 -120 -200],"[0.16666666666666666, 0.6666666666666666, 0.25, 0.5454545454545454, 0.6666666666666666]","['Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-158.71
18,4,283.94,[-105 -150  110 -120],"[0.5121951219512195, 0.6, 0.47619047619047616, 0.5454545454545454]","['Win', 'Loss', 'Win', 'Win']",425.90999999999997,141.96999999999997
76,6,338.05,[-105 -450 -500 -105 -120 -150],"[0.5121951219512195, 0.8181818181818182, 0.8333333333333334, 0.5121951219512195, 0.5454545454545454, 0.6]","['Loss', 'Win', 'Win', 'Loss', 'Win', 'Loss']",0.0,-338.05
9,5,23.08,[105 105 110 100 100],"[0.4878048780487805, 0.4878048780487805, 0.47619047619047616, 0.5, 0.5]","['Win', 'Loss', 'Win', 'Loss', 'Win']",9.232,-13.847999999999999
74,5,238.28,[ 180  115  100 -120  500],"[0.35714285714285715, 0.46511627906976744, 0.5, 0.5454545454545454, 0.16666666666666666]","['Loss', 'Win', 'Win', 'Win', 'Loss']",95.31200000000001,-142.968
58,5,38.26,[ 300 -500  105 -150 -105],"[0.25, 0.8333333333333334, 0.4878048780487805, 0.6, 0.5121951219512195]","['Loss', 'Win', 'Loss', 'Win', 'Win']",15.304,-22.955999999999996
17,5,101.34,[-500 -200  110  110  500],"[0.8333333333333334, 0.6666666666666666, 0.47619047619047616, 0.47619047619047616, 0.16666666666666666]","['Win', 'Loss', 'Loss', 'Loss', 'Win']",0.0,-101.34
7,4,284.65,[500 180 115 220],"[0.16666666666666666, 0.35714285714285715, 0.46511627906976744, 0.3125]","['Loss', 'Loss', 'Win', 'Loss']",0.0,-284.65
46,6,434.43,[ 100  400 -450  115  220  180],"[0.5, 0.2, 0.8181818181818182, 0.46511627906976744, 0.3125, 0.35714285714285715]","['Loss', 'Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-434.43
13,6,442.57,[ 105 -400 -400 -120 -400  105],"[0.4878048780487805, 0.8, 0.8, 0.5454545454545454, 0.8, 0.4878048780487805]","['Loss', 'Win', 'Win', 'Loss', 'Win', 'Loss']",0.0,-442.57
40,2,44.27,[-200 -120],"[0.6666666666666666, 0.5454545454545454]","['Loss', 'Win']",0.0,-44.27
42,5,215.36,[180 300 400 300 400],"[0.35714285714285715, 0.25, 0.2, 0.25, 0.2]","['Loss', 'Loss', 'Loss', 'Loss', 'Win']",0.0,-215.36
9,5,295.67,[-500 -120 -150  500  115],"[0.8333333333333334, 0.5454545454545454, 0.6, 0.16666666666666666, 0.46511627906976744]","['Win', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-295.67
50,2,82.06,[-450 -500],"[0.8181818181818182, 0.8333333333333334]","['Win', 'Win']",0.0,-82.06
27,6,385.06,[-450 -500 -120 -150 -120 -450],"[0.8181818181818182, 0.8333333333333334, 0.5454545454545454, 0.6, 0.5454545454545454, 0.8181818181818182]","['Loss', 'Win', 'Win', 'Loss', 'Loss', 'Win']",0.0,-385.06
66,3,374.68,[ 400 -105  220],"[0.2, 0.5121951219512195, 0.3125]","['Loss', 'Win', 'Win']",468.35,93.67000000000002
5,3,452.64,[-500 -150 -200],"[0.8333333333333334, 0.6, 0.6666666666666666]","['Loss', 'Win', 'Loss']",0.0,-452.64
29,6,14.16,[-500 -500  220 -200  400  110],"[0.8333333333333334, 0.8333333333333334, 0.3125, 0.6666666666666666, 0.2, 0.47619047619047616]","['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",0.0,-14.16
37,5,116.18,[ 105  100 -200 -120 -105],"[0.4878048780487805, 0.5, 0.6666666666666666, 0.5454545454545454, 0.5121951219512195]","['Win', 'Loss', 'Loss', 'Win', 'Win']",46.47200000000001,-69.708
38,3,415.32,[-200 -500 -150],"[0.6666666666666666, 0.8333333333333334, 0.6]","['Win', 'Win', 'Loss']",519.15,103.82999999999998
83,4,338.58,[-500 -400 -400 -200],"[0.8333333333333334, 0.8, 0.8, 0.6666666666666666]","['Win', 'Win', 'Win', 'Win']",1692.8999999999999,1354.32
8,4,448.25,[-500  105 -450 -150],"[0.8333333333333334, 0.4878048780487805, 0.8181818181818182, 0.6]","['Win', 'Win', 'Win', 'Loss']",672.375,224.125
65,2,38.02,[-120 -200],"[0.5454545454545454, 0.6666666666666666]","['Loss', 'Loss']",0.0,-38.02
86,6,302.51,[-120 -120 -120 -120 -120 -105],"[0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.5454545454545454, 0.5121951219512195]","['Win', 'Win', 'Loss', 'Loss', 'Win', 'Loss']",0.0,-302.51
17,6,288.83,[500 500 105 105 180 300],"[0.16666666666666666, 0.16666666666666666, 0.4878048780487805, 0.4878048780487805, 0.35714285714285715, 0.25]","['Loss', 'Loss', 'Loss', 'Win', 'Loss', 'Loss']",0.0,-288.83
71,3,27.48,[180 400 220],"[0.35714285714285715, 0.2, 0.3125]","['Loss', 'Win', 'Loss']",0.0,-27.48
89,5,261.63,[ 400 -400 -200 -400  400],"[0.2, 0.8, 0.6666666666666666, 0.8, 0.2]","['Loss', 'Win', 'Win', 'Loss', 'Loss']",0.0,-261.63
45,6,308.66,[ 100 -105  220 -105  400  300],"[0.5, 0.5121951219512195, 0.3125, 0.5121951219512195, 0.2, 0.25]","['Loss', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",0.0,-308.66
4,3,103.73,[115 105 220],"[0.46511627906976744, 0.4878048780487805, 0.3125]","['Loss', 'Win', 'Loss']",0.0,-103.73
36,3,143.93,[-400  105  105],"[0.8, 0.4878048780487805, 0.4878048780487805]","['Loss', 'Loss', 'Win']",0.0,-143.93
70,6,323.77,[ 110 -120  100  100  400 -120],"[0.47619047619047616, 0.5454545454545454, 0.5, 0.5, 0.2, 0.5454545454545454]","['Loss', 'Win', 'Loss', 'Win', 'Win', 'Win']",129.508,-194.26199999999997
31,3,239.47,[-500 -200 -200],"[0.8333333333333334, 0.6666666666666666, 0.6666666666666666]","['Win', 'Win', 'Win']",538.8075,299.3375
19,2,430.43,[ 300 -450],"[0.25, 0.8181818181818182]","['Loss', 'Win']",0.0,-430.43
61,2,177.77,[-105 -150],"[0.5121951219512195, 0.6]","['Loss', 'Win']",0.0,-177.77
54,6,140.66,[-120 -400 -450 -105 -150 -150],"[0.5454545454545454, 0.8, 0.8181818181818182, 0.5121951219512195, 0.6, 0.6]","['Win', 'Win', 'Win', 'Win', 'Win', 'Win']",3516.5,3375.84
39,5,492.58,[ 300 -400  300 -450  115],"[0.25, 0.8, 0.25, 0.8181818181818182, 0.46511627906976744]","['Win', 'Win', 'Loss', 'Win', 'Win']",985.16,492.58
91,2,456.46,[-400 -400],"[0.8, 0.8]","['Win', 'Win']",0.0,-456.46
74,2,24.21,[180 100],"[0.35714285714285715, 0.5]","['Loss', 'Win']",0.0,-24.21
90,6,387.66,[-150 -500  110 -150 -500  105],"[0.6, 0.8333333333333334, 0.47619047619047616, 0.6, 0.8333333333333334, 0.4878048780487805]","['Win', 'Win', 'Loss', 'Win', 'Win', 'Loss']",155.06400000000002,-232.596
19,4,64.06,[ 220  400  100 -105],"[0.3125, 0.2, 0.5, 0.5121951219512195]","['Loss', 'Loss', 'Loss', 'Loss']",0.0,-64.06
39,3,23.47,[ 300 -200  105],"[0.25, 0.6666666666666666, 0.4878048780487805]","['Loss', 'Win', 'Win']",29.3375,5.8675
67,2,144.11,[300 100],"[0.25, 0.5]","['Loss', 'Win']",0.0,-144.11
45,4,141.98,[ 500 -150  300 -105],"[0.16666666666666666, 0.6, 0.25, 0.5121951219512195]","['Loss', 'Loss', 'Loss', 'Loss']",0.0,-141.98
13,5,411.47,[110 115 105 500 300],"[0.47619047619047616, 0.46511627906976744, 0.4878048780487805, 0.16666666666666666, 0.25]","['Win', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-411.47
92,4,358.23,[ 180 -105 -400 -150],"[0.35714285714285715, 0.5121951219512195, 0.8, 0.6]","['Loss', 'Loss', 'Win', 'Loss']",0.0,-358.23
58,6,490.99,[-105 -105 -400 -450 -400 -105],"[0.5121951219512195, 0.5121951219512195, 0.8, 0.8181818181818182, 0.8, 0.5121951219512195]","['Win', 'Win', 'Win', 'Win', 'Win', 'Loss']",981.98,490.99
20,5,358.64,[400 180 300 100 100],"[0.2, 0.35714285714285715, 0.25, 0.5, 0.5]","['Loss', 'Win', 'Loss', 'Win', 'Win']",143.456,-215.184
92,5,214.95,[ 220  110 -400 -120 -400],"[0.3125, 0.47619047619047616, 0.8, 0.5454545454545454, 0.8]","['Win', 'Win', 'Win', 'Loss', 'Loss']",85.98,-128.96999999999997
72,4,352.47,[ 220  400 -500 -400],"[0.3125, 0.2, 0.8333333333333334, 0.8]","['Win', 'Loss', 'Win', 'Win']",528.705,176.235
61,6,499.73,[-150 -105  220 -450 -400 -200],"[0.6, 0.5121951219512195, 0.3125, 0.8181818181818182, 0.8, 0.6666666666666666]","['Loss', 'Loss', 'Win', 'Win', 'Win', 'Win']",199.89200000000002,-299.83799999999997
39,2,357.97,[180 105],"[0.35714285714285715, 0.4878048780487805]","['Loss', 'Loss']",0.0,-357.97
1,4,383.22,[115 500 115 105],"[0.46511627906976744, 0.16666666666666666, 0.46511627906976744, 0.4878048780487805]","['Loss', 'Loss', 'Win', 'Win']",0.0,-383.22
3,2,469.8,[-105 -200],"[0.5121951219512195, 0.6666666666666666]","['Loss', 'Loss']",0.0,-469.8
77,4,65.69,[-200 -120 -500 -120],"[0.6666666666666666, 0.5454545454545454, 0.8333333333333334, 0.5454545454545454]","['Win', 'Win', 'Win', 'Loss']",98.535,32.845
92,2,355.34,[115 180],"[0.46511627906976744, 0.35714285714285715]","['Loss', 'Win']",0.0,-355.34
62,4,426.89,[-450 -500 -105 -105],"[0.8181818181818182, 0.8333333333333334, 0.5121951219512195, 0.5121951219512195]","['Win', 'Loss', 'Loss', 'Win']",0.0,-426.89
63,5,477.65,[-450  110  180  115  110],"[0.8181818181818182, 0.47619047619047616, 0.35714285714285715, 0.46511627906976744, 0.47619047619047616]","['Win', 'Loss', 'Loss', 'Loss', 'Win']",0.0,-477.65
25,3,113.37,[ 500  300 -150],"[0.16666666666666666, 0.25, 0.6]","['Loss', 'Loss', 'Win']",0.0,-113.37
56,5,256.93,[ 500 -150 -120  110  500],"[0.16666666666666666, 0.6, 0.5454545454545454, 0.47619047619047616, 0.16666666666666666]","['Win', 'Win', 'Win', 'Loss', 'Loss']",102.772,-154.15800000000002
33,2,343.47,[-105  300],"[0.5121951219512195, 0.25]","['Loss', 'Loss']",0.0,-343.47
38,6,131.26,[-400 -150  180 -200  180  300],"[0.8, 0.6, 0.35714285714285715, 0.6666666666666666, 0.35714285714285715, 0.25]","['Loss', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",0.0,-131.26
6,5,304.23,[-450 -400  180  400  110],"[0.8181818181818182, 0.8, 0.35714285714285715, 0.2, 0.47619047619047616]","['Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-304.23
58,3,136.21,[500 105 300],"[0.16666666666666666, 0.4878048780487805, 0.25]","['Loss', 'Win', 'Win']",170.26250000000002,34.05250000000001
44,2,173.39,[180 220],"[0.35714285714285715, 0.3125]","['Win', 'Loss']",0.0,-173.39
45,5,226.34,[-450 -400 -105 -120 -150],"[0.8181818181818182, 0.8, 0.5121951219512195, 0.5454545454545454, 0.6]","['Win', 'Win', 'Win', 'Win', 'Win']",2263.4,2037.0600000000002
32,4,269.3,[-500  300 -120  220],"[0.8333333333333334, 0.25, 0.5454545454545454, 0.3125]","['Win', 'Loss', 'Win', 'Win']",403.95000000000005,134.65000000000003
45,6,230.19,[ 180  110  400 -500  115  220],"[0.35714285714285715, 0.47619047619047616, 0.2, 0.8333333333333334, 0.46511627906976744, 0.3125]","['Win', 'Win', 'Loss', 'Win', 'Win', 'Loss']",92.07600000000001,-138.11399999999998
61,2,251.67,[-120  105],"[0.5454545454545454, 0.4878048780487805]","['Loss', 'Loss']",0.0,-251.67
47,5,156.31,[ 100  300  400 -120 -120],"[0.5, 0.25, 0.2, 0.5454545454545454, 0.5454545454545454]","['Win', 'Loss', 'Loss', 'Loss', 'Win']",0.0,-156.31
21,2,87.89,[-105 -400],"[0.5121951219512195, 0.8]","['Loss', 'Win']",0.0,-87.89
80,4,33.2,[-400 -200 -150 -150],"[0.8, 0.6666666666666666, 0.6, 0.6]","['Win', 'Win', 'Loss', 'Win']",49.800000000000004,16.6
85,3,106.03,[-200 -105 -105],"[0.6666666666666666, 0.5121951219512195, 0.5121951219512195]","['Win', 'Win', 'Loss']",132.5375,26.507499999999993
75,5,295.15,[-500 -450 -500 -105 -450],"[0.8333333333333334, 0.8181818181818182, 0.8333333333333334, 0.5121951219512195, 0.8181818181818182]","['Loss', 'Win', 'Win', 'Loss', 'Win']",118.06,-177.08999999999997
36,2,395.2,[300 180],"[0.25, 0.35714285714285715]","['Win', 'Win']",0.0,-395.2
99,2,92.93,[300 100],"[0.25, 0.5]","['Loss', 'Win']",0.0,-92.93
19,2,63.19,[-150 -150],"[0.6, 0.6]","['Win', 'Win']",0.0,-63.19
20,3,377.15,[-400  500  400],"[0.8, 0.16666666666666666, 0.2]","['Win', 'Loss', 'Loss']",0.0,-377.15
57,2,159.53,[105 400],"[0.4878048780487805, 0.2]","['Win', 'Loss']",0.0,-159.53
18,6,476.23,[115 180 500 180 300 105],"[0.46511627906976744, 0.35714285714285715, 0.16666666666666666, 0.35714285714285715, 0.25, 0.4878048780487805]","['Win', 'Win', 'Loss', 'Win', 'Loss', 'Win']",190.49200000000002,-285.738
47,6,360.02,[ 100 -450  110 -105  500  220],"[0.5, 0.8181818181818182, 0.47619047619047616, 0.5121951219512195, 0.16666666666666666, 0.3125]","['Loss', 'Win', 'Loss', 'Loss', 'Loss', 'Loss']",0.0,-360.02
49,2,170.11,[105 110],"[0.4878048780487805, 0.47619047619047616]","['Loss', 'Win']",0.0,-170.11
14,6,151.88,[-500 -450 -120 -120 -150 -120],"[0.8333333333333334, 0.8181818181818182, 0.5454545454545454, 0.5454545454545454, 0.6, 0.5454545454545454]","['Loss', 'Win', 'Loss', 'Win', 'Win', 'Win']",60.752,-91.12799999999999
15,5,266.61,[-150 -200 -105  400  220],"[0.6, 0.6666666666666666, 0.5121951219512195, 0.2, 0.3125]","['Win', 'Win', 'Loss', 'Loss', 'Win']",106.644,-159.966
31,6,48.78,[-200 -450  500 -450 -450 -105],"[0.6666666666666666, 0.8181818181818182, 0.16666666666666666, 0.8181818181818182, 0.8181818181818182, 0.5121951219512195]","['Win', 'Win', 'Loss', 'Loss', 'Win', 'Loss']",0.0,-48.78
1,2,67.66,[-500 -200],"[0.8333333333333334, 0.6666666666666666]","['Loss', 'Loss']",0.0,-67.66
54,4,96.17,[-200  115 -105  220],"[0.6666666666666666, 0.46511627906976744, 0.5121951219512195, 0.3125]","['Win', 'Win', 'Win', 'Loss']",144.255,48.084999999999994
3,5,389.61,[ 100  300 -120  100 -450],"[0.5, 0.25, 0.5454545454545454, 0.5, 0.8181818181818182]","['Loss', 'Win', 'Win', 'Win', 'Win']",779.22,389.61
16,3,261.79,[-500 -105 -150],"[0.8333333333333334, 0.5121951219512195, 0.6]","['Win', 'Loss', 'Win']",327.2375,65.44749999999999
87,2,15.18,[400 500],"[0.2, 0.16666666666666666]","['Loss', 'Loss']",0.0,-15.18
57,3,340.02,[-200  220 -500],"[0.6666666666666666, 0.3125, 0.8333333333333334]","['Win', 'Loss', 'Loss']",0.0,-340.02
75,4,217.61,[-450 -200 -200 -450],"[0.8181818181818182, 0.6666666666666666, 0.6666666666666666, 0.8181818181818182]","['Win', 'Win', 'Win', 'Win']",1088.0500000000002,870.4400000000002
12,3,260.32,[220 105 115],"[0.3125, 0.4878048780487805, 0.46511627906976744]","['Win', 'Win', 'Win']",585.72,325.40000000000003
74,2,114.92,[-400  180],"[0.8, 0.35714285714285715]","['Win', 'Win']",0.0,-114.92
96,2,280.37,[-400 -200],"[0.8, 0.6666666666666666]","['Win', 'Win']",0.0,-280.37
16,4,489.79,[-105 -150 -400  105],"[0.5121951219512195, 0.6, 0.8, 0.4878048780487805]","['Win', 'Win', 'Win', 'Win']",2448.9500000000003,1959.1600000000003
72,2,45.99,[-400  105],"[0.8, 0.4878048780487805]","['Loss', 'Win']",0.0,-45.99
76,4,149.12,[500 180 220 105],"[0.16666666666666666, 0.35714285714285715, 0.3125, 0.4878048780487805]","['Loss', 'Loss', 'Loss', 'Loss']",0.0,-149.12
24,4,129.07,[ 500 -400 -500 -105],"[0.16666666666666666, 0.8, 0.8333333333333334, 0.5121951219512195]","['Loss', 'Win', 'Win', 'Loss']",0.0,-129.07
28,2,131.79,[115 180],"[0.46511627906976744, 0.35714285714285715]","['Win', 'Loss']",0.0,-131.79
8,6,195.57,[-400 -500 -105 -450 -150 -500],"[0.8, 0.8333333333333334, 0.5121951219512195, 0.8181818181818182, 0.6, 0.8333333333333334]","['Win', 'Win', 'Win', 'Win', 'Loss', 'Win']",391.14,195.57
92,4,410.87,[105 110 110 400],"[0.4878048780487805, 0.47619047619047616, 0.47619047619047616, 0.2]","['Loss', 'Loss', 'Loss', 'Win']",0.0,-410.87
36,2,457.3,[-400 -120],"[0.8, 0.5454545454545454]","['Loss', 'Loss']",0.0,-457.3
90,6,109.09,[ 180 -500 -200 -105  105  220],"[0.35714285714285715, 0.8333333333333334, 0.6666666666666666, 0.5121951219512195, 0.4878048780487805, 0.3125]","['Loss', 'Loss', 'Win', 'Win', 'Win', 'Loss']",0.0,-109.09
8,4,276.05,[-450 -200 -200  300],"[0.8181818181818182, 0.6666666666666666, 0.6666666666666666, 0.25]","['Win', 'Win', 'Win', 'Loss']",414.07500000000005,138.02500000000003
58,6,322.08,[-450 -105 -400 -500 -150 -120],"[0.8181818181818182, 0.5121951219512195, 0.8, 0.8333333333333334, 0.6, 0.5454545454545454]","['Loss', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",0.0,-322.08
60,5,265.7,[ 100  400 -150 -500  105],"[0.5, 0.2, 0.6, 0.8333333333333334, 0.4878048780487805]","['Win', 'Loss', 'Loss', 'Win', 'Win']",106.28,-159.42
50,5,222.7,[ 180 -105  500  500 -200],"[0.35714285714285715, 0.5121951219512195, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666]","['Loss', 'Win', 'Loss', 'Loss', 'Win']",0.0,-222.7
28,6,104.07,[ 110  300  105 -450 -200 -120],"[0.47619047619047616, 0.25, 0.4878048780487805, 0.8181818181818182, 0.6666666666666666, 0.5454545454545454]","['Win', 'Loss', 'Loss', 'Win', 'Loss', 'Win']",0.0,-104.07
92,4,249.23,[-500 -500 -500 -400],"[0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8]","['Win', 'Win', 'Win', 'Win']",1246.1499999999999,996.9199999999998
41,2,206.6,[-200  110],"[0.6666666666666666, 0.47619047619047616]","['Win', 'Win']",0.0,-206.6
100,3,399.83,[ 400 -450 -200],"[0.2, 0.8181818181818182, 0.6666666666666666]","['Win', 'Win', 'Loss']",499.78749999999997,99.95749999999998
64,2,384.17,[-200  500],"[0.6666666666666666, 0.16666666666666666]","['Loss', 'Win']",0.0,-384.17
27,3,75.66,[-150 -500 -150],"[0.6, 0.8333333333333334, 0.6]","['Win', 'Win', 'Loss']",94.57499999999999,18.914999999999992
63,3,53.37,[-200 -150 -400],"[0.6666666666666666, 0.6, 0.8]","['Win', 'Loss', 'Win']",66.71249999999999,13.342499999999994
17,4,455.0,[ 180  400 -450 -150],"[0.35714285714285715, 0.2, 0.8181818181818182, 0.6]","['Loss', 'Loss', 'Win', 'Win']",0.0,-455.0
73,6,272.4,[-150  220  105 -120 -105  300],"[0.6, 0.3125, 0.4878048780487805, 0.5454545454545454, 0.5121951219512195, 0.25]","['Win', 'Loss', 'Win', 'Win', 'Loss', 'Loss']",0.0,-272.4
33,2,430.32,[-105 -500],"[0.5121951219512195, 0.8333333333333334]","['Loss', 'Win']",0.0,-430.32
84,6,38.49,[-450 -450 -500 -450 -150 -105],"[0.8181818181818182, 0.8181818181818182, 0.8333333333333334, 0.8181818181818182, 0.6, 0.5121951219512195]","['Loss', 'Win', 'Win', 'Win', 'Win', 'Win']",76.98,38.49
77,5,267.99,[ 500 -120  500 -200  100],"[0.16666666666666666, 0.5454545454545454, 0.16666666666666666, 0.6666666666666666, 0.5]","['Loss', 'Loss', 'Loss', 'Win', 'Win']",0.0,-267.99
92,4,274.32,[-400  115  220 -150],"[0.8, 0.46511627906976744, 0.3125, 0.6]","['Win', 'Loss', 'Win', 'Win']",411.48,137.16000000000003
29,4,431.74,[ 100  115 -150  300],"[0.5, 0.46511627906976744, 0.6, 0.25]","['Loss', 'Loss', 'Loss', 'Win']",0.0,-431.74
13,5,57.83,[ 105  500 -400  180  400],"[0.4878048780487805, 0.16666666666666666, 0.8, 0.35714285714285715, 0.2]","['Loss', 'Loss', 'Win', 'Win', 'Loss']",0.0,-57.83
46,2,127.82,[400 180],"[0.2, 0.35714285714285715]","['Loss', 'Loss']",0.0,-127.82
35,5,209.2,[-120  220  180 -400  105],"[0.5454545454545454, 0.3125, 0.35714285714285715, 0.8, 0.4878048780487805]","['Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-209.2
6,2,434.26,[-400 -105],"[0.8, 0.5121951219512195]","['Win', 'Loss']",0.0,-434.26
82,3,470.05,[400 180 180],"[0.2, 0.35714285714285715, 0.35714285714285715]","['Win', 'Loss', 'Loss']",0.0,-470.05
69,4,496.44,[-500 -120 -150 -200],"[0.8333333333333334, 0.5454545454545454, 0.6, 0.6666666666666666]","['Loss', 'Loss', 'Win', 'Win']",0.0,-496.44
47,2,480.0,[100 100],"[0.5, 0.5]","['Loss', 'Loss']",0.0,-480.0
25,6,12.91,[ 180  105 -450  300  100 -400],"[0.35714285714285715, 0.4878048780487805, 0.8181818181818182, 0.25, 0.5, 0.8]","['Win', 'Loss', 'Win', 'Loss', 'Loss', 'Win']",0.0,-12.91
66,6,33.38,[ 105  300  115 -150  400  115],"[0.4878048780487805, 0.25, 0.46511627906976744, 0.6, 0.2, 0.46511627906976744]","['Loss', 'Win', 'Win', 'Win', 'Loss', 'Win']",13.352000000000002,-20.028
10,4,82.33,[ 400  300 -500 -500],"[0.2, 0.25, 0.8333333333333334, 0.8333333333333334]","['Loss', 'Win', 'Win', 'Win']",123.495,41.165000000000006
56,5,180.94,[ 500  110 -450  500  115],"[0.16666666666666666, 0.47619047619047616, 0.8181818181818182, 0.16666666666666666, 0.46511627906976744]","['Loss', 'Win', 'Win', 'Loss', 'Loss']",0.0,-180.94
30,5,416.66,[ 220  105 -400  115  100],"[0.3125, 0.4878048780487805, 0.8, 0.46511627906976744, 0.5]","['Loss', 'Win', 'Loss', 'Loss', 'Win']",0.0,-416.66
5,2,447.4,[-500 -500],"[0.8333333333333334, 0.8333333333333334]","['Win', 'Win']",0.0,-447.4
33,5,101.55,[ 110 -500  400  115  220],"[0.47619047619047616, 0.8333333333333334, 0.2, 0.46511627906976744, 0.3125]","['Loss', 'Win', 'Loss', 'Loss', 'Win']",0.0,-101.55
65,4,313.64,[500 180 105 400],"[0.16666666666666666, 0.35714285714285715, 0.4878048780487805, 0.2]","['Loss', 'Loss', 'Win', 'Loss']",0.0,-313.64
18,2,459.51,[-105  180],"[0.5121951219512195, 0.35714285714285715]","['Loss', 'Loss']",0.0,-459.51
96,3,237.23,[-105 -120 -200],"[0.5121951219512195, 0.5454545454545454, 0.6666666666666666]","['Win', 'Loss', 'Loss']",0.0,-237.23
49,5,60.74,[-120  100 -400  180 -105],"[0.5454545454545454, 0.5, 0.8, 0.35714285714285715, 0.5121951219512195]","['Loss', 'Loss', 'Win', 'Win', 'Win']",24.296000000000003,-36.444
11,5,234.33,[-105  105 -500 -150  100],"[0.5121951219512195, 0.4878048780487805, 0.8333333333333334, 0.6, 0.5]","['Loss', 'Loss', 'Win', 'Win', 'Loss']",0.0,-234.33
85,2,194.14,[-400 -150],"[0.8, 0.6]","['Loss', 'Loss']",0.0,-194.14
26,6,293.05,[-500  500  105 -200 -150 -400],"[0.8333333333333334, 0.16666666666666666, 0.4878048780487805, 0.6666666666666666, 0.6, 0.8]","['Win', 'Loss', 'Loss', 'Loss', 'Loss', 'Loss']",0.0,-293.05
63,5,224.94,[300 180 110 105 220],"[0.25, 0.35714285714285715, 0.47619047619047616, 0.4878048780487805, 0.3125]","['Loss', 'Loss', 'Loss', 'Win', 'Loss']",0.0,-224.94
89,4,18.5,[-400  400  220  105],"[0.8, 0.2, 0.3125, 0.4878048780487805]","['Win', 'Loss', 'Loss', 'Win']",0.0,-18.5
86,5,497.06,[-400  220 -500 -105 -450],"[0.8, 0.3125, 0.8333333333333334, 0.5121951219512195, 0.8181818181818182]","['Win', 'Loss', 'Win', 'Win', 'Win']",994.12,497.06
59,3,276.33,[-200 -200 -200],"[0.6666666666666666, 0.6666666666666666, 0.6666666666666666]","['Loss', 'Win', 'Win']",345.41249999999997,69.08249999999998
27,5,242.08,[ 100  115 -200 -400  110],"[0.5, 0.46511627906976744, 0.6666666666666666, 0.8, 0.47619047619047616]","['Win', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-242.08
49,6,477.76,[-150 -120 -105 -150 -150 -105],"[0.6, 0.5454545454545454, 0.5121951219512195, 0.6, 0.6, 0.5121951219512195]","['Loss', 'Loss', 'Win', 'Win', 'Win', 'Loss']",0.0,-477.76
77,5,86.37,[-120 -500 -120 -450 -120],"[0.5454545454545454, 0.8333333333333334, 0.5454545454545454, 0.8181818181818182, 0.5454545454545454]","['Loss', 'Win', 'Loss', 'Loss', 'Loss']",0.0,-86.37
