User_ID,Num_Bets,Bet_Amount,Odds,Implied_Probabilities,Combined_Probability,Combined_Odds,Vig,Outcomes,Commission,Effective_Bet_Amount,Payout,Profit,Net_Profit
52,6,337.63,[-400  100  300 -400 -200  105],"[0.8, 0.5, 0.25, 0.8, 0.6666666666666666, 0.4878048780487805]",0.02601626016260163,38.43749999999999,2.504471544715447,"['Win', 'Loss', 'Loss', 'Loss', 'Win', 'Win']",50.6445,286.9855,0.0,-337.63,286.9855
34,2,130.29,[115 300],"[0.46511627906976744, 0.25]",0.11627906976744186,8.6,-0.2848837209302326,"['Win', 'Loss']",19.543499999999998,110.7465,0.0,-130.29,110.7465
54,3,495.31,[-120 -150 -400],"[0.5454545454545454, 0.6, 0.8]",0.2618181818181818,3.819444444444445,0.9454545454545455,"['Loss', 'Win', 'Win']",74.2965,421.0135,526.266875,30.956875000000025,-600.5633750000001
73,5,292.7,[ 115  105  300 -105  100],"[0.46511627906976744, 0.4878048780487805, 0.25, 0.5121951219512195, 0.5]",0.014526237151197377,68.84095238095239,1.2151162790697674,"['Loss', 'Loss', 'Loss', 'Loss', 'Loss']",43.904999999999994,248.795,0.0,-292.7,248.795
88,4,239.7,[-120  180  180 -200],"[0.5454545454545454, 0.35714285714285715, 0.35714285714285715, 0.6666666666666666]",0.046382189239332086,21.560000000000006,0.9264069264069263,"['Win', 'Win', 'Loss', 'Win']",35.955,203.745,305.6175,65.91750000000002,-341.5725
87,3,448.31,[ 300 -450  115],"[0.25, 0.8181818181818182, 0.46511627906976744]",0.09513742071881608,10.51111111111111,0.5332980972515857,"['Win', 'Win', 'Loss']",67.2465,381.0635,476.32937499999997,28.019374999999968,-543.575875
50,5,101.25,[ 105  105 -120 -105 -200],"[0.4878048780487805, 0.4878048780487805, 0.5454545454545454, 0.5121951219512195, 0.6666666666666666]",0.04431951733935163,22.563422619047625,1.6999260901699924,"['Win', 'Win', 'Win', 'Win', 'Win']",15.1875,86.0625,860.625,759.375,-875.8125
21,2,23.05,[105 400],"[0.4878048780487805, 0.2]",0.0975609756097561,10.25,-0.31219512195121957,"['Loss', 'Loss']",3.4575,19.5925,0.0,-23.05,19.5925
6,2,98.45,[-400  180],"[0.8, 0.35714285714285715]",0.28571428571428575,3.4999999999999996,0.15714285714285725,"['Win', 'Loss']",14.7675,83.6825,0.0,-98.45,83.6825
4,6,232.65,[-150  220  450 -120 -400 -200],"[0.6, 0.3125, 0.18181818181818182, 0.5454545454545454, 0.8, 0.6666666666666666]",0.009917355371900825,100.83333333333334,2.1064393939393935,"['Win', 'Loss', 'Loss', 'Win', 'Win', 'Loss']",34.8975,197.7525,0.0,-232.65,197.7525
76,2,493.07,[450 300],"[0.18181818181818182, 0.25]",0.045454545454545456,22.0,-0.5681818181818181,"['Win', 'Loss']",73.9605,419.1095,0.0,-493.07,419.1095
85,2,134.86,[105 100],"[0.4878048780487805, 0.5]",0.24390243902439024,4.1000000000000005,-0.012195121951219523,"['Win', 'Loss']",20.229000000000003,114.63100000000001,0.0,-134.86,114.63100000000001
78,3,283.07,[ 450 -200  400],"[0.18181818181818182, 0.6666666666666666, 0.2]",0.024242424242424246,41.24999999999999,0.04848484848484835,"['Loss', 'Win', 'Win']",42.460499999999996,240.6095,300.761875,17.691874999999982,-343.22237499999994
98,5,421.64,[ 100  450  400  400 -120],"[0.5, 0.18181818181818182, 0.2, 0.2, 0.5454545454545454]",0.0019834710743801658,504.1666666666666,0.6272727272727272,"['Win', 'Loss', 'Win', 'Win', 'Loss']",63.245999999999995,358.394,143.35760000000002,-278.28239999999994,-206.60360000000003
81,2,472.69,[-150  220],"[0.6, 0.3125]",0.1875,5.333333333333333,-0.08750000000000002,"['Win', 'Win']",70.9035,401.7865,1205.3595,732.6695,-1276.263
31,4,313.81,[-200  180  105 -120],"[0.6666666666666666, 0.35714285714285715, 0.4878048780487805, 0.5454545454545454]",0.06335128286347798,15.785000000000002,1.0570689473128496,"['Win', 'Loss', 'Win', 'Win']",47.0715,266.7385,400.10775,86.29775000000001,-447.17925
99,4,422.89,[ 450 -120 -150  115],"[0.18181818181818182, 0.5454545454545454, 0.6, 0.46511627906976744]",0.02767634057274649,36.13194444444445,0.7923890063424945,"['Loss', 'Win', 'Loss', 'Win']",63.433499999999995,359.4565,0.0,-422.89,359.4565
98,2,153.68,[100 180],"[0.5, 0.35714285714285715]",0.17857142857142858,5.6,-0.1428571428571428,"['Win', 'Loss']",23.052,130.62800000000001,0.0,-153.68,130.62800000000001
22,6,27.57,[-105 -120 -150  220  105 -400],"[0.5121951219512195, 0.5454545454545454, 0.6, 0.3125, 0.4878048780487805, 0.8]",0.020442377372775943,48.917989417989425,2.2579545454545453,"['Loss', 'Win', 'Win', 'Loss', 'Win', 'Win']",4.1354999999999995,23.4345,9.373800000000001,-18.196199999999997,-13.5093
88,2,208.84,[ 450 -450],"[0.18181818181818182, 0.8181818181818182]",0.1487603305785124,6.722222222222222,0.0,"['Loss', 'Loss']",31.326,177.514,0.0,-208.84,177.514
55,5,37.12,[-400 -450 -105 -105  220],"[0.8, 0.8181818181818182, 0.5121951219512195, 0.5121951219512195, 0.3125]",0.053661240603536865,18.635424540186442,1.9550720620842572,"['Win', 'Win', 'Loss', 'Loss', 'Loss']",5.568,31.552,0.0,-37.12,31.552
50,3,496.46,[ 115  100 -150],"[0.46511627906976744, 0.5, 0.6]",0.13953488372093023,7.166666666666667,0.5651162790697675,"['Loss', 'Loss', 'Loss']",74.469,421.991,0.0,-496.46,421.991
84,4,21.89,[ 110 -105  450 -150],"[0.47619047619047616, 0.5121951219512195, 0.18181818181818182, 0.6]",0.026607538802660754,37.583333333333336,0.7702037799598775,"['Win', 'Loss', 'Loss', 'Win']",3.2835,18.6065,0.0,-21.89,18.6065
39,3,352.97,[ 115 -450 -120],"[0.46511627906976744, 0.8181818181818182, 0.5454545454545454]",0.2075725542955987,4.817592592592592,0.8287526427061311,"['Loss', 'Win', 'Win']",52.9455,300.02450000000005,375.03062500000004,22.060625000000016,-427.976125
1,3,307.64,[ 105 -400  180],"[0.4878048780487805, 0.8, 0.35714285714285715]",0.1393728222996516,7.174999999999999,0.6449477351916377,"['Loss', 'Loss', 'Win']",46.145999999999994,261.49399999999997,0.0,-307.64,261.49399999999997
31,6,281.54,[ 450 -400  300  400  300  450],"[0.18181818181818182, 0.8, 0.25, 0.2, 0.25, 0.18181818181818182]",0.0003305785123966943,3024.999999999999,0.8636363636363638,"['Loss', 'Win', 'Win', 'Loss', 'Loss', 'Loss']",42.231,239.30900000000003,0.0,-281.54,239.30900000000003
85,3,353.82,[-105  450  100],"[0.5121951219512195, 0.18181818181818182, 0.5]",0.04656319290465632,21.476190476190478,0.1940133037694014,"['Win', 'Loss', 'Win']",53.073,300.747,375.93375000000003,22.11375000000004,-429.00675
19,4,257.21,[ 220  110 -400  110],"[0.3125, 0.47619047619047616, 0.8, 0.47619047619047616]",0.05668934240362812,17.64,1.0648809523809524,"['Win', 'Win', 'Win', 'Win']",38.5815,218.62849999999997,1093.1425,835.9324999999999,-1131.724
50,2,393.09,[-120  100],"[0.5454545454545454, 0.5]",0.2727272727272727,3.666666666666667,0.045454545454545414,"['Loss', 'Loss']",58.963499999999996,334.12649999999996,0.0,-393.09,334.12649999999996
22,6,248.66,[300 220 110 105 105 180],"[0.25, 0.3125, 0.47619047619047616, 0.4878048780487805, 0.4878048780487805, 0.35714285714285715]",0.003161585871707398,316.29696,1.3714430894308944,"['Loss', 'Loss', 'Win', 'Loss', 'Win', 'Loss']",37.299,211.361,0.0,-248.66,211.361
6,4,139.45,[-120  115  105  450],"[0.5454545454545454, 0.46511627906976744, 0.4878048780487805, 0.18181818181818182]",0.022501089896541863,44.44229166666667,0.6801938843912751,"['Win', 'Loss', 'Win', 'Loss']",20.917499999999997,118.5325,0.0,-139.45,118.5325
94,4,65.58,[100 110 115 115],"[0.5, 0.47619047619047616, 0.46511627906976744, 0.46511627906976744]",0.05150789358469185,19.4145,0.906423034330011,"['Win', 'Loss', 'Win', 'Loss']",9.837,55.742999999999995,0.0,-65.58,55.742999999999995
3,4,469.02,[ 115  100 -200  300],"[0.46511627906976744, 0.5, 0.6666666666666666, 0.25]",0.03875968992248062,25.8,0.8817829457364339,"['Win', 'Loss', 'Loss', 'Loss']",70.353,398.667,0.0,-469.02,398.667
95,5,159.46,[ 110  220  450 -150  300],"[0.47619047619047616, 0.3125, 0.18181818181818182, 0.6, 0.25]",0.004058441558441558,246.40000000000003,0.820508658008658,"['Win', 'Loss', 'Loss', 'Win', 'Loss']",23.919,135.541,0.0,-159.46,135.541
25,4,191.36,[-105  100  100 -450],"[0.5121951219512195, 0.5, 0.5, 0.8181818181818182]",0.10476718403547673,9.544973544973544,1.3303769401330379,"['Loss', 'Win', 'Loss', 'Win']",28.704,162.656,0.0,-191.36,162.656
41,5,305.09,[-150  115 -200 -450  100],"[0.6, 0.46511627906976744, 0.6666666666666666, 0.8181818181818182, 0.5]",0.07610993657505286,13.13888888888889,2.0499647639182523,"['Win', 'Loss', 'Loss', 'Win', 'Win']",45.76349999999999,259.3265,103.73060000000001,-201.35939999999997,-149.4941
9,2,349.09,[-450  105],"[0.8181818181818182, 0.4878048780487805]",0.3991130820399113,2.5055555555555555,0.3059866962305988,"['Loss', 'Loss']",52.363499999999995,296.7265,0.0,-349.09,296.7265
26,2,355.61,[-200 -150],"[0.6666666666666666, 0.6]",0.39999999999999997,2.5,0.2666666666666666,"['Win', 'Loss']",53.3415,302.2685,0.0,-355.61,302.2685
99,2,359.0,[100 115],"[0.5, 0.46511627906976744]",0.23255813953488372,4.3,-0.03488372093023262,"['Loss', 'Win']",53.85,305.15,0.0,-359.0,305.15
61,4,404.32,[ 220  400 -450  110],"[0.3125, 0.2, 0.8181818181818182, 0.47619047619047616]",0.024350649350649352,41.06666666666666,0.8068722943722944,"['Loss', 'Win', 'Win', 'Win']",60.647999999999996,343.672,515.508,111.18800000000005,-576.1560000000001
87,3,327.31,[-200 -120  115],"[0.6666666666666666, 0.5454545454545454, 0.46511627906976744]",0.16913319238900631,5.9125000000000005,0.6772374911909793,"['Win', 'Loss', 'Win']",49.0965,278.2135,347.766875,20.456875000000025,-396.863375
32,2,19.01,[-150 -105],"[0.6, 0.5121951219512195]",0.3073170731707317,3.253968253968254,0.11219512195121961,"['Win', 'Loss']",2.8515,16.1585,0.0,-19.01,16.1585
67,3,438.87,[400 110 400],"[0.2, 0.47619047619047616, 0.2]",0.01904761904761905,52.49999999999999,-0.12380952380952381,"['Loss', 'Win', 'Loss']",65.8305,373.0395,0.0,-438.87,373.0395
82,3,367.91,[ 100 -120 -105],"[0.5, 0.5454545454545454, 0.5121951219512195]",0.13968957871396895,7.158730158730159,0.5576496674057649,"['Win', 'Win', 'Loss']",55.1865,312.7235,390.904375,22.99437499999999,-446.09087500000004
80,6,193.75,[ 300  220  300 -105  105 -120],"[0.25, 0.3125, 0.25, 0.5121951219512195, 0.4878048780487805, 0.5454545454545454]",0.002661767887080201,375.6901587301587,1.3579545454545454,"['Loss', 'Win', 'Win', 'Win', 'Win', 'Loss']",29.0625,164.6875,65.875,-127.875,-94.9375
39,6,386.73,[ 105  400 -200 -400 -105  115],"[0.4878048780487805, 0.2, 0.6666666666666666, 0.8, 0.5121951219512195, 0.46511627906976744]",0.01239572236902176,80.67299107142858,2.131782945736434,"['Win', 'Loss', 'Loss', 'Win', 'Win', 'Win']",58.0095,328.7205,131.4882,-255.2418,-189.4977
7,3,97.46,[-400  105 -400],"[0.8, 0.4878048780487805, 0.8]",0.31219512195121957,3.2031249999999996,1.0878048780487806,"['Win', 'Win', 'Win']",14.618999999999998,82.841,186.39225,88.93225,-201.01125
100,3,317.21,[-120 -200 -450],"[0.5454545454545454, 0.6666666666666666, 0.8181818181818182]",0.2975206611570248,3.361111111111111,1.0303030303030303,"['Win', 'Win', 'Win']",47.5815,269.6285,606.6641249999999,289.4541249999999,-654.2456249999999
4,5,481.84,[-400 -120 -150 -150 -150],"[0.8, 0.5454545454545454, 0.6, 0.6, 0.6]",0.09425454545454544,10.60956790123457,2.1454545454545455,"['Win', 'Win', 'Loss', 'Loss', 'Loss']",72.276,409.56399999999996,0.0,-481.84,409.56399999999996
74,2,427.13,[ 400 -200],"[0.2, 0.6666666666666666]",0.13333333333333333,7.5,-0.1333333333333333,"['Loss', 'Loss']",64.06949999999999,363.0605,0.0,-427.13,363.0605
98,6,319.85,[-200 -105  105  220 -105 -450],"[0.6666666666666666, 0.5121951219512195, 0.4878048780487805, 0.3125, 0.5121951219512195, 0.8181818181818182]",0.021813512440462136,45.84314436885866,2.3095436067997044,"['Win', 'Win', 'Loss', 'Loss', 'Win', 'Win']",47.9775,271.8725,108.74900000000001,-211.101,-156.72650000000002
40,3,378.41,[-450  400  110],"[0.8181818181818182, 0.2, 0.47619047619047616]",0.07792207792207793,12.833333333333332,0.49437229437229435,"['Win', 'Loss', 'Loss']",56.761500000000005,321.6485,0.0,-378.41,321.6485
38,4,308.16,[ 450 -450  300  180],"[0.18181818181818182, 0.8181818181818182, 0.25, 0.35714285714285715]",0.013282172373081465,75.28888888888888,0.6071428571428572,"['Loss', 'Win', 'Loss', 'Loss']",46.224000000000004,261.93600000000004,0.0,-308.16,261.93600000000004
56,6,421.69,[ 100  300  110  110 -400 -400],"[0.5, 0.25, 0.47619047619047616, 0.47619047619047616, 0.8, 0.8]",0.018140589569160998,55.125,2.302380952380952,"['Loss', 'Loss', 'Win', 'Win', 'Win', 'Win']",63.253499999999995,358.4365,143.37460000000002,-278.31539999999995,-206.62810000000002
19,2,171.58,[450 400],"[0.18181818181818182, 0.2]",0.03636363636363637,27.499999999999996,-0.6181818181818182,"['Loss', 'Loss']",25.737000000000002,145.84300000000002,0.0,-171.58,145.84300000000002
30,5,289.91,[-200  220  180  400 -200],"[0.6666666666666666, 0.3125, 0.35714285714285715, 0.2, 0.6666666666666666]",0.00992063492063492,100.80000000000001,1.2029761904761904,"['Win', 'Loss', 'Loss', 'Loss', 'Win']",43.4865,246.42350000000002,0.0,-289.91,246.42350000000002
53,2,240.42,[-150 -120],"[0.6, 0.5454545454545454]",0.3272727272727272,3.0555555555555562,0.1454545454545455,"['Win', 'Loss']",36.062999999999995,204.357,0.0,-240.42,204.357
91,5,169.03,[110 115 110 180 110],"[0.47619047619047616, 0.46511627906976744, 0.47619047619047616, 0.35714285714285715, 0.47619047619047616]",0.017936827212032307,55.75122000000001,1.2508305647840534,"['Loss', 'Loss', 'Loss', 'Win', 'Win']",25.354499999999998,143.6755,0.0,-169.03,143.6755
38,2,239.89,[400 300],"[0.2, 0.25]",0.05,20.0,-0.55,"['Win', 'Loss']",35.9835,203.9065,0.0,-239.89,203.9065
1,5,438.0,[ 300  105 -120 -200  110],"[0.25, 0.4878048780487805, 0.5454545454545454, 0.6666666666666666, 0.47619047619047616]",0.02111709428782599,47.35500000000001,1.4261165663604687,"['Win', 'Loss', 'Win', 'Loss', 'Win']",65.7,372.3,148.92000000000002,-289.08,-214.62
3,5,175.92,[-105  450  105 -450 -400],"[0.5121951219512195, 0.18181818181818182, 0.4878048780487805, 0.8181818181818182, 0.8]",0.02973436708767411,33.631117724867714,1.7999999999999998,"['Loss', 'Win', 'Win', 'Win', 'Win']",26.387999999999998,149.53199999999998,299.06399999999996,123.14399999999998,-325.45199999999994
80,5,83.07,[400 220 220 180 180],"[0.2, 0.3125, 0.3125, 0.35714285714285715, 0.35714285714285715]",0.002491230867346939,401.40799999999996,0.5392857142857144,"['Loss', 'Loss', 'Loss', 'Loss', 'Loss']",12.460499999999998,70.6095,0.0,-83.07,70.6095
77,4,103.1,[ 300 -105  115 -450],"[0.25, 0.5121951219512195, 0.46511627906976744, 0.8181818181818182]",0.048728922807198476,20.521693121693122,1.0454932192028052,"['Loss', 'Win', 'Loss', 'Win']",15.464999999999998,87.63499999999999,0.0,-103.1,87.63499999999999
83,4,401.45,[ 105 -150  105  110],"[0.4878048780487805, 0.6, 0.4878048780487805, 0.47619047619047616]",0.06798674258519588,14.708750000000002,1.0518002322880373,"['Loss', 'Win', 'Win', 'Win']",60.217499999999994,341.2325,511.84875,110.39875,-572.06625
33,2,241.2,[ 105 -150],"[0.4878048780487805, 0.6]",0.2926829268292683,3.416666666666667,0.08780487804878057,"['Win', 'Loss']",36.18,205.01999999999998,0.0,-241.2,205.01999999999998
22,3,429.44,[ 400 -150  180],"[0.2, 0.6, 0.35714285714285715]",0.04285714285714286,23.333333333333332,0.15714285714285725,"['Loss', 'Loss', 'Win']",64.416,365.024,0.0,-429.44,365.024
90,4,313.91,[-150  110 -400 -200],"[0.6, 0.47619047619047616, 0.8, 0.6666666666666666]",0.15238095238095237,6.562500000000001,1.5428571428571427,"['Loss', 'Win', 'Win', 'Win']",47.0865,266.8235,400.23525000000006,86.32525000000004,-447.32175000000007
21,3,296.0,[-120 -200 -105],"[0.5454545454545454, 0.6666666666666666, 0.5121951219512195]",0.18625277161862525,5.3690476190476195,0.7243163340724315,"['Loss', 'Win', 'Loss']",44.4,251.6,0.0,-296.0,251.6
19,2,278.95,[-105 -150],"[0.5121951219512195, 0.6]",0.3073170731707317,3.253968253968254,0.11219512195121961,"['Loss', 'Loss']",41.842499999999994,237.1075,0.0,-278.95,237.1075
49,3,128.8,[-150 -105  100],"[0.6, 0.5121951219512195, 0.5]",0.15365853658536585,6.507936507936508,0.6121951219512196,"['Win', 'Loss', 'Loss']",19.32,109.48000000000002,0.0,-128.8,109.48000000000002
8,2,107.33,[450 400],"[0.18181818181818182, 0.2]",0.03636363636363637,27.499999999999996,-0.6181818181818182,"['Win', 'Win']",16.0995,91.2305,273.6915,166.36150000000004,-289.791
63,5,55.14,[ 105 -400  300 -400  180],"[0.4878048780487805, 0.8, 0.25, 0.8, 0.35714285714285715]",0.02787456445993032,35.87499999999999,1.6949477351916378,"['Loss', 'Win', 'Loss', 'Win', 'Loss']",8.270999999999999,46.869,0.0,-55.14,46.869
29,5,340.59,[-105  180 -150 -400 -150],"[0.5121951219512195, 0.35714285714285715, 0.6, 0.8, 0.6]",0.0526829268292683,18.98148148148148,1.8693379790940772,"['Loss', 'Loss', 'Win', 'Win', 'Loss']",51.088499999999996,289.50149999999996,0.0,-340.59,289.50149999999996
14,3,280.06,[300 220 180],"[0.25, 0.3125, 0.35714285714285715]",0.027901785714285716,35.839999999999996,-0.0803571428571428,"['Win', 'Loss', 'Loss']",42.009,238.051,0.0,-280.06,238.051
22,6,477.78,[ 450  220 -150  450 -450 -120],"[0.18181818181818182, 0.3125, 0.6, 0.18181818181818182, 0.8181818181818182, 0.5454545454545454]",0.0027662044942285365,361.5061728395061,1.6397727272727272,"['Loss', 'Loss', 'Win', 'Win', 'Win', 'Loss']",71.66699999999999,406.113,0.0,-477.78,406.113
50,2,449.97,[-450 -450],"[0.8181818181818182, 0.8181818181818182]",0.6694214876033059,1.493827160493827,0.6363636363636365,"['Win', 'Loss']",67.4955,382.47450000000003,0.0,-449.97,382.47450000000003
36,2,110.37,[-400 -200],"[0.8, 0.6666666666666666]",0.5333333333333333,1.875,0.4666666666666668,"['Win', 'Loss']",16.5555,93.81450000000001,0.0,-110.37,93.81450000000001
44,5,418.86,[ 100 -120  180 -120 -450],"[0.5, 0.5454545454545454, 0.35714285714285715, 0.5454545454545454, 0.8181818181818182]",0.04346892776644842,23.004938271604942,1.7662337662337664,"['Win', 'Loss', 'Win', 'Win', 'Win']",62.829,356.031,712.062,293.202,-774.891
34,6,117.87,[ 115  220  450  105  180 -400],"[0.46511627906976744, 0.3125, 0.18181818181818182, 0.4878048780487805, 0.35714285714285715, 0.8]",0.003683214119969651,271.50199999999995,1.604382196079587,"['Win', 'Loss', 'Loss', 'Loss', 'Loss', 'Win']",17.6805,100.18950000000001,0.0,-117.87,100.18950000000001
93,2,457.75,[-400 -120],"[0.8, 0.5454545454545454]",0.43636363636363634,2.291666666666667,0.34545454545454546,"['Win', 'Win']",68.6625,389.0875,1167.2624999999998,709.5124999999998,-1235.9249999999997
60,5,182.19,[ 100  180  100  220 -105],"[0.5, 0.35714285714285715, 0.5, 0.3125, 0.5121951219512195]",0.014291158536585366,69.97333333333333,1.1818379790940767,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",27.3285,154.8615,0.0,-182.19,154.8615
42,6,452.22,[ 220 -150 -105 -105  400  400],"[0.3125, 0.6, 0.5121951219512195, 0.5121951219512195, 0.2, 0.2]",0.001967578822129685,508.23885109599394,1.3368902439024395,"['Loss', 'Win', 'Loss', 'Win', 'Loss', 'Loss']",67.833,384.38700000000006,0.0,-452.22,384.38700000000006
25,3,66.73,[ 100  100 -400],"[0.5, 0.5, 0.8]",0.2,5.0,0.8,"['Loss', 'Loss', 'Win']",10.009500000000001,56.7205,0.0,-66.73,56.7205
100,2,257.4,[100 400],"[0.5, 0.2]",0.1,10.0,-0.30000000000000004,"['Loss', 'Win']",38.60999999999999,218.79,0.0,-257.4,218.79
74,5,131.27,[ 100  105  400 -450 -105],"[0.5, 0.4878048780487805, 0.2, 0.8181818181818182, 0.5121951219512195]",0.020442377372775947,48.91798941798941,1.518181818181818,"['Win', 'Loss', 'Win', 'Win', 'Win']",19.6905,111.57950000000001,223.15900000000002,91.88900000000001,-242.84950000000003
3,2,465.85,[-450 -200],"[0.8181818181818182, 0.6666666666666666]",0.5454545454545454,1.8333333333333335,0.48484848484848486,"['Loss', 'Win']",69.8775,395.9725,0.0,-465.85,395.9725
44,6,128.6,[ 400 -105  105  180 -120  100],"[0.2, 0.5121951219512195, 0.4878048780487805, 0.35714285714285715, 0.5454545454545454, 0.5]",0.004867232707803796,205.4555555555556,1.6025974025974028,"['Loss', 'Win', 'Win', 'Loss', 'Loss', 'Win']",19.29,109.31,0.0,-128.6,109.31
57,5,398.85,[ 450 -200 -450 -200  300],"[0.18181818181818182, 0.6666666666666666, 0.8181818181818182, 0.6666666666666666, 0.25]",0.01652892561983471,60.5,1.583333333333333,"['Win', 'Win', 'Loss', 'Win', 'Loss']",59.8275,339.02250000000004,135.609,-263.241,-195.43650000000002
9,2,11.5,[300 105],"[0.25, 0.4878048780487805]",0.12195121951219512,8.200000000000001,-0.2621951219512195,"['Loss', 'Win']",1.7249999999999999,9.775,0.0,-11.5,9.775
26,2,52.94,[-150 -120],"[0.6, 0.5454545454545454]",0.3272727272727272,3.0555555555555562,0.1454545454545455,"['Loss', 'Loss']",7.940999999999999,44.998999999999995,0.0,-52.94,44.998999999999995
47,2,46.89,[180 450],"[0.35714285714285715, 0.18181818181818182]",0.06493506493506494,15.399999999999999,-0.461038961038961,"['Win', 'Win']",7.0335,39.8565,119.56949999999999,72.67949999999999,-126.603
55,3,273.11,[ 220  450 -105],"[0.3125, 0.18181818181818182, 0.5121951219512195]",0.029101995565410203,34.36190476190476,0.006513303769401402,"['Loss', 'Loss', 'Win']",40.9665,232.14350000000002,0.0,-273.11,232.14350000000002
17,5,176.79,[-200 -105 -450 -105 -150],"[0.6666666666666666, 0.5121951219512195, 0.8181818181818182, 0.5121951219512195, 0.6]",0.08585798496565897,11.647140337616529,2.109238728750924,"['Loss', 'Win', 'Win', 'Win', 'Win']",26.5185,150.2715,300.543,123.75300000000001,-327.0615
84,6,392.29,[-450 -400 -200 -150 -120 -450],"[0.8181818181818182, 0.8, 0.6666666666666666, 0.6, 0.5454545454545454, 0.8181818181818182]",0.11684447783621339,8.55838477366255,3.248484848484848,"['Loss', 'Win', 'Win', 'Loss', 'Loss', 'Win']",58.8435,333.4465,0.0,-392.29,333.4465
49,2,437.56,[-150  180],"[0.6, 0.35714285714285715]",0.21428571428571427,4.666666666666667,-0.04285714285714293,"['Loss', 'Loss']",65.634,371.926,0.0,-437.56,371.926
86,2,268.49,[115 400],"[0.46511627906976744, 0.2]",0.09302325581395349,10.75,-0.33488372093023255,"['Win', 'Win']",40.2735,228.2165,684.6495,416.1595,-724.923
81,5,361.07,[ 300 -200  105  220  300],"[0.25, 0.6666666666666666, 0.4878048780487805, 0.3125, 0.25]",0.0063516260162601625,157.44,0.966971544715447,"['Win', 'Loss', 'Win', 'Loss', 'Loss']",54.1605,306.9095,0.0,-361.07,306.9095
25,6,119.94,[-400  220 -150 -120  100  115],"[0.8, 0.3125, 0.6, 0.5454545454545454, 0.5, 0.46511627906976744]",0.01902748414376321,52.555555555555564,2.2230708245243127,"['Win', 'Win', 'Loss', 'Loss', 'Win', 'Win']",17.991,101.949,40.7796,-79.1604,-58.7706
23,3,161.17,[-400  180 -200],"[0.8, 0.35714285714285715, 0.6666666666666666]",0.1904761904761905,5.249999999999999,0.823809523809524,"['Win', 'Loss', 'Loss']",24.175499999999996,136.9945,0.0,-161.17,136.9945
97,5,77.58,[-105  100 -400 -400  180],"[0.5121951219512195, 0.5, 0.8, 0.8, 0.35714285714285715]",0.05853658536585367,17.08333333333333,1.9693379790940768,"['Win', 'Win', 'Win', 'Win', 'Loss']",11.636999999999999,65.943,131.886,54.306,-143.523
61,5,150.75,[-200  300  220  115  220],"[0.6666666666666666, 0.25, 0.3125, 0.46511627906976744, 0.3125]",0.007570251937984496,132.096,1.006782945736434,"['Win', 'Win', 'Loss', 'Loss', 'Loss']",22.6125,128.1375,0.0,-150.75,128.1375
83,3,64.97,[ 180 -120  115],"[0.35714285714285715, 0.5454545454545454, 0.46511627906976744]",0.09060706735125339,11.036666666666669,0.36771368166717,"['Loss', 'Loss', 'Loss']",9.7455,55.2245,0.0,-64.97,55.2245
50,6,128.32,[-150  100 -200  105 -120  110],"[0.6, 0.5, 0.6666666666666666, 0.4878048780487805, 0.5454545454545454, 0.47619047619047616]",0.02534051314539119,39.462500000000006,2.2761165663604688,"['Loss', 'Loss', 'Loss', 'Win', 'Loss', 'Win']",19.247999999999998,109.072,0.0,-128.32,109.072
21,6,148.31,[ 450  220  450  450 -150  180],"[0.18181818181818182, 0.3125, 0.18181818181818182, 0.18181818181818182, 0.6, 0.35714285714285715]",0.0004024900719115596,2484.533333333333,0.8150974025974027,"['Loss', 'Win', 'Loss', 'Loss', 'Win', 'Win']",22.2465,126.0635,0.0,-148.31,126.0635
66,3,273.94,[-200 -120 -400],"[0.6666666666666666, 0.5454545454545454, 0.8]",0.2909090909090909,3.4375,1.0121212121212118,"['Win', 'Loss', 'Win']",41.091,232.849,291.06125,17.121249999999975,-332.15225
19,3,158.21,[105 180 105],"[0.4878048780487805, 0.35714285714285715, 0.4878048780487805]",0.08498342823149486,11.767,0.33275261324041816,"['Win', 'Loss', 'Win']",23.7315,134.4785,168.09812499999998,9.888124999999974,-191.829625
10,3,28.73,[-450 -150  180],"[0.8181818181818182, 0.6, 0.35714285714285715]",0.17532467532467533,5.703703703703703,0.7753246753246754,"['Win', 'Win', 'Loss']",4.3095,24.4205,30.525625,1.7956250000000011,-34.835125000000005
30,5,108.35,[ 400  115 -120  180 -105],"[0.2, 0.46511627906976744, 0.5454545454545454, 0.35714285714285715, 0.5121951219512195]",0.009281699582323518,107.7388888888889,1.0799088036183897,"['Loss', 'Loss', 'Loss', 'Win', 'Loss']",16.252499999999998,92.0975,0.0,-108.35,92.0975
27,2,224.56,[-150 -120],"[0.6, 0.5454545454545454]",0.3272727272727272,3.0555555555555562,0.1454545454545455,"['Win', 'Win']",33.684,190.876,572.628,348.06800000000004,-606.312
50,2,178.42,[220 220],"[0.3125, 0.3125]",0.09765625,10.24,-0.375,"['Loss', 'Loss']",26.762999999999998,151.65699999999998,0.0,-178.42,151.65699999999998
23,2,162.9,[ 220 -450],"[0.3125, 0.8181818181818182]",0.2556818181818182,3.911111111111111,0.13068181818181834,"['Win', 'Win']",24.435,138.465,415.395,252.49499999999998,-439.83
